ESTIMATE,GRP1,GRP2,PLOT_COUNT,SE,SE_PERCENT,VARIANCE
3592.4479739554,`3024 55023 WI Crawford,`0008 Windbreak\/Shelterbelt,1,3409.8540145515,94.9172831248,11627104.400553066
15420.7735037041,`3024 55023 WI Crawford,"`0011 Cultural (business, residential, other intense human activity)",8,6398.2494505406,41.4911058061,40937596.03134332
15155.4952302701,`3024 55023 WI Crawford,"`0012 Rights-of-way (improved road, railway, power line)",8,6164.3302505463,40.6738952234,37998967.43780076
3021.8833298609,`3024 55023 WI Crawford,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,3081.7360617167,101.9806433711,9497097.154085057
4737.2830046232,`3024 55023 WI Crawford,`0017 Wetland,3,3460.6075252518,73.0504705308,11975804.443829337
158298.058907844,`3024 55023 WI Crawford,`0020 Forest (presnfcd is null),62,20536.9486047951,12.9735947152,421766257.9959945
17233.7010530713,`3024 55023 WI Crawford,`0023 Census water (presnfcd is null),7,6812.5744407168,39.5305362425,46411170.51030794
403004.3891431115,`3025 55025 WI Dane,`0002 Cropland,143,33325.2383128558,8.2691998426,1110571508.6086338
60407.8424856238,`3025 55025 WI Dane,`0003  Pasture (improved through cultural practices),20,13438.6284295141,22.2464962769,180596734.06654423
10124.0890268455,`3025 55025 WI Dane,`0004 Idle farmland,6,4523.8186306333,44.6837104913,20464935.00286538
2733.3256107353,`3025 55025 WI Dane,`0007 Maintained wildlife opening,1,2751.9643589933,100.6819073507,7573307.833169398
3020.3921242812,`3025 55025 WI Dane,`0008 Windbreak\/Shelterbelt,1,3020.0431941656,99.9884475227,9120660.894625895
15382.2125848714,`3025 55025 WI Dane,`0010 Developed,6,6751.2729505753,43.8901290261,45579686.45317017
119986.0035693815,`3025 55025 WI Dane,"`0011 Cultural (business, residential, other intense human activity)",42,18571.534215018,15.4780838286,344901883.0995833
31370.0795331359,`3025 55025 WI Dane,"`0012 Rights-of-way (improved road, railway, power line)",15,9118.3310351078,29.0669681774,83143960.86581074
5538.3822462763,`3025 55025 WI Dane,`0017 Wetland,4,3688.7146560089,66.602745928,13606615.813454688
101511.4767141679,`3025 55025 WI Dane,`0020 Forest (presnfcd is null),50,15317.1667399486,15.0890985293,234615596.9393867
309.2015175287,`3025 55025 WI Dane,`0022 Noncensus water (presnfcd is null),1,296.0180245386,95.7362780443,87626.6708517177
28652.4557239594,`3025 55025 WI Dane,`0023 Census water (presnfcd is null),9,9398.7769387779,32.8026924789,88337007.94490264
9057.6687987144,`3026 55027 WI Dodge,`0001 Agricultural land,3,5236.5754306471,57.8137216873,27421722.240856368
330875.1611483074,`3026 55027 WI Dodge,`0002 Cropland,114,30502.5823613405,9.2187585963,930407530.7103627
30537.659454779,`3026 55027 WI Dodge,`0003  Pasture (improved through cultural practices),10,9603.1464487556,31.4468974381,92220421.71624762
1571.4003184495,`3026 55027 WI Dodge,`0004 Idle farmland,2,1100.6893626461,70.0451278852,1211517.0730421906
2733.3256107353,`3026 55027 WI Dodge,`0007 Maintained wildlife opening,1,2751.9643589933,100.6819073507,7573307.833169398
3020.3921242812,`3026 55027 WI Dodge,`0008 Windbreak\/Shelterbelt,1,3020.0431941656,99.9884475227,9120660.894625895
6037.2766744332,`3026 55027 WI Dodge,`0010 Developed,2,4279.0912338276,70.8778388764,18310621.787419803
50585.4298269839,`3026 55027 WI Dodge,"`0011 Cultural (business, residential, other intense human activity)",17,12251.5198408888,24.2194637523,150099738.41169307
9061.1763728436,`3026 55027 WI Dodge,"`0012 Rights-of-way (improved road, railway, power line)",3,5228.1259893302,57.6980932078,27333301.360309683
1178.7954521581,`3026 55027 WI Dodge,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,1325.2314133755,112.4225081586,1756238.298997159
63416.585938648,`3026 55027 WI Dodge,`0017 Wetland,23,12816.200270663,20.2095399507,164254989.3777433
46922.1075180549,`3026 55027 WI Dodge,`0020 Forest (presnfcd is null),21,10906.9525768202,23.2448053886,118961614.51300499
3020.3921242812,`3026 55027 WI Dodge,`0022 Noncensus water (presnfcd is null),1,3020.0431941656,99.9884475227,9120660.894625895
25344.9970861323,`3026 55027 WI Dodge,`0023 Census water (presnfcd is null),8,8801.432941004,34.7265099739,77465221.81499071
1501.7990952966,`3027 55029 WI Door,`0001 Agricultural land,1,1509.0720624383,100.4842836278,2277298.489631682
106845.0231674525,`3027 55029 WI Door,`0002 Cropland,43,17306.0442594986,16.1973330591,299499167.9117262
15439.2064075022,`3027 55029 WI Door,`0003  Pasture (improved through cultural practices),5,6837.9929037047,44.2897952344,46758146.95111552
8561.798613326,`3027 55029 WI Door,`0004 Idle farmland,6,4478.1430630268,52.3037654268,20053765.29293485
31491.1922568994,`3027 55029 WI Door,"`0011 Cultural (business, residential, other intense human activity)",16,8760.6677407967,27.819422235,76749299.2646364
2853.8367352858,`3027 55029 WI Door,"`0012 Rights-of-way (improved road, railway, power line)",5,1374.6648223805,48.169007196,1889703.3738904165
3357.6379103775,`3027 55029 WI Door,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,3214.4775656003,95.7362780443,10332866.019747939
1417.6182292267,`3027 55029 WI Door,`0017 Wetland,1,1357.1749295394,95.7362780443,1841923.7893703459
152282.5104161348,`3027 55029 WI Door,`0020 Forest (presnfcd is null),63,19153.195133677,12.5774096325,366844883.82870954
5333.1243193929,`3027 55029 WI Door,`0023 Census water (presnfcd is null),2,3885.4394934599,72.8548456921,15096640.057337865
2694.8334468462,`3028 55031 WI Douglas,`0001 Agricultural land,1,2780.9091521112,103.1941011184,7733455.712295557
25346.4128289974,`3028 55031 WI Douglas,`0002 Cropland,10,8729.8601737047,34.442192008,76210458.65243484
13277.2827891888,`3028 55031 WI Douglas,`0003  Pasture (improved through cultural practices),6,6133.3186717977,46.1940802887,37617597.929822005
16590.6338318577,`3028 55031 WI Douglas,`0004 Idle farmland,7,6809.4146940395,41.0437284256,46368128.47540163
711.9833918984,`3028 55031 WI Douglas,`0007 Maintained wildlife opening,1,711.9193117235,99.9909997655,506829.1064048808
3128.9762382322,`3028 55031 WI Douglas,`0010 Developed,1,3247.2269573886,103.7792143549,10544482.912791183
26270.7651123989,`3028 55031 WI Douglas,"`0011 Cultural (business, residential, other intense human activity)",11,8835.2715597148,33.6315730506,78062023.53390579
22603.1833293719,`3028 55031 WI Douglas,"`0012 Rights-of-way (improved road, railway, power line)",21,5969.0059296247,26.4078109824,35629031.78789494
6127.2560118299,`3028 55031 WI Douglas,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",5,3274.3182138543,53.4385736051,10721159.765578087
65507.2954878919,`3028 55031 WI Douglas,`0017 Wetland,29,13219.2801386609,20.179859419,174749367.38439384
676223.2279325186,`3028 55031 WI Douglas,`0020 Forest (presnfcd is null),234,41737.6446761593,6.1721696257,1742030983.1133313
822.0834210224,`3028 55031 WI Douglas,`0022 Noncensus water (presnfcd is null),2,783.8596362704,95.3503764004,614435.9293739084
18962.8317937878,`3028 55031 WI Douglas,`0023 Census water (presnfcd is null),6,7644.1544597925,40.311249622,58433097.40516601
2835.272,`3029 55033 WI Dunn,`0001 Agricultural land,1,2835.272,100.0,8038767.313984002
234201.094259586,`3029 55033 WI Dunn,`0002 Cropland,89,25614.3307089182,10.9368962557,656093937.6658286
30218.8332986094,`3029 55033 WI Dunn,`0003  Pasture (improved through cultural practices),10,9707.0630775454,32.1225607277,94227073.59144442
17664.9380457529,`3029 55033 WI Dunn,`0004 Idle farmland,10,6440.8578957242,36.4612538071,41484650.43291271
4455.7149130727,`3029 55033 WI Dunn,`0007 Maintained wildlife opening,2,3448.136767675,77.3868354449,11889647.168592425
38859.8002066086,`3029 55033 WI Dunn,"`0011 Cultural (business, residential, other intense human activity)",15,10406.2087022584,26.7788528169,108289179.55495895
5453.0160404197,`3029 55033 WI Dunn,"`0012 Rights-of-way (improved road, railway, power line)",7,2561.1366969716,46.9673420725,6559421.180574393
1090.8287981434,`3029 55033 WI Dunn,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,877.2566517978,80.4211122122,769579.2331234193
6134.8236517098,`3029 55033 WI Dunn,`0017 Wetland,2,4408.3030004995,71.8570451372,19433135.344213307
224226.6843327003,`3029 55033 WI Dunn,`0020 Forest (presnfcd is null),87,24222.4062996716,10.8026421439,586724966.9463699
387.3649548299,`3029 55033 WI Dunn,`0022 Noncensus water (presnfcd is null),1,392.2438638928,101.2595122512,153855.2487615825
738.3758849835,`3030 55035 WI Eau Claire,`0001 Agricultural land,1,778.9353625971,105.4930663959,606740.2991042584
146922.915328018,`3030 55035 WI Eau Claire,`0002 Cropland,54,20821.8771148122,14.1719738329,433550566.58434063
27690.8326269133,`3030 55035 WI Eau Claire,`0003  Pasture (improved through cultural practices),9,9361.3073502217,33.8065217336,87634075.3053153
7037.5033662349,`3030 55035 WI Eau Claire,`0004 Idle farmland,3,4182.3433811935,59.429362425,17491996.158213466
41466.9920914481,`3030 55035 WI Eau Claire,"`0011 Cultural (business, residential, other intense human activity)",16,10962.3237136407,26.43626451,120172541.20264816
11389.4182291523,`3030 55035 WI Eau Claire,"`0012 Rights-of-way (improved road, railway, power line)",8,5256.726751793,46.1544799394,27633176.143016018
7227.9458158756,`3030 55035 WI Eau Claire,`0017 Wetland,3,4539.2068137799,62.8007864117,20604398.498266134
168736.3136025643,`3030 55035 WI Eau Claire,`0020 Forest (presnfcd is null),67,21452.2692848326,12.7134869945,460199857.4689729
5004.6582577968,`3030 55035 WI Eau Claire,`0022 Noncensus water (presnfcd is null),2,3693.5369443063,73.8019811553,13642215.158955464
5651.7592592593,`3030 55035 WI Eau Claire,`0023 Census water (presnfcd is null),2,3958.5158998115,70.0404195972,15669848.129060227
6072.486264067,`3031 55037 WI Florence,`0002 Cropland,3,4311.745539188,71.0046157651,18591149.59470753
3052.6127680019,`3031 55037 WI Florence,`0003  Pasture (improved through cultural practices),1,3095.3440195289,101.3998254864,9581154.599233223
706.205646465,`3031 55037 WI Florence,`0010 Developed,1,714.1690108507,101.1276268358,510037.3760594351
5662.2190336436,`3031 55037 WI Florence,"`0011 Cultural (business, residential, other intense human activity)",6,2808.5186274097,49.6010240989,7887776.88050724
3723.2166177407,`3031 55037 WI Florence,"`0012 Rights-of-way (improved road, railway, power line)",5,2508.0325520327,67.3619831863,6290227.282055784
3976.6459675381,`3031 55037 WI Florence,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,2668.0469219645,67.0928954638,7118474.377804056
293604.9733507356,`3031 55037 WI Florence,`0020 Forest (presnfcd is null),107,27986.732569704,9.5321043953,783257199.9281282
763.1531920005,`3031 55037 WI Florence,`0022 Noncensus water (presnfcd is null),1,773.8360048822,101.3998254864,598822.1624520764
3347.2064102564,`3031 55037 WI Florence,`0023 Census water (presnfcd is null),1,3347.2064102564,100.0,11203790.752861606
283614.9760716178,`3032 55039 WI Fond du Lac,`0002 Cropland,97,28422.8682643211,10.0216387223,807859440.3709542
20855.6783564225,`3032 55039 WI Fond du Lac,`0003  Pasture (improved through cultural practices),7,7883.7723573861,37.8015628293,62153866.58308475
8929.0857848393,`3032 55039 WI Fond du Lac,`0004 Idle farmland,4,4802.2477605891,53.782076646,23061583.55408324
12081.5684971248,`3032 55039 WI Fond du Lac,`0008 Windbreak\/Shelterbelt,4,6035.336024727,49.9549046646,36425280.931367576
755.0980310703,`3032 55039 WI Fond du Lac,`0010 Developed,1,755.0107985414,99.9884475227,570041.3059141184
41568.3460357316,`3032 55039 WI Fond du Lac,"`0011 Cultural (business, residential, other intense human activity)",17,10737.1951829259,25.8302198834,115287360.3962461
9754.3327544198,`3032 55039 WI Fond du Lac,"`0012 Rights-of-way (improved road, railway, power line)",6,4705.1528864235,48.2365427229,22138463.684619207
8495.9228036863,`3032 55039 WI Fond du Lac,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",4,4715.192716775,55.4994769341,22233042.35632819
27696.401935337,`3032 55039 WI Fond du Lac,`0017 Wetland,10,8943.2136520401,32.2901641626,79981070.42603625
46766.8025221412,`3032 55039 WI Fond du Lac,`0020 Forest (presnfcd is null),23,10662.1638176112,22.798573438,113681737.27357683
36150.9685653839,`3032 55039 WI Fond du Lac,`0023 Census water (presnfcd is null),11,10435.78792234,28.8672429439,108905669.56005797
10519.7465587582,`3033 55041 WI Forest,`0002 Cropland,4,5508.1374213929,52.3599821595,30339577.852949094
5546.3817189603,`3033 55041 WI Forest,`0003  Pasture (improved through cultural practices),2,3954.6856099031,71.3020814342,15639538.273174442
3994.6567128118,`3033 55041 WI Forest,"`0011 Cultural (business, residential, other intense human activity)",3,3316.7639328816,83.0300116214,11000922.986464271
8055.4686281221,`3033 55041 WI Forest,"`0012 Rights-of-way (improved road, railway, power line)",15,2502.7146692465,31.0685173611,6263580.715661822
107.0005830514,`3033 55041 WI Forest,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,110.4523886365,103.2259689496,12199.7301555112
13837.27183287,`3033 55041 WI Forest,`0017 Wetland,6,5988.1287309475,43.2753566113,35857685.698398605
566261.0424912586,`3033 55041 WI Forest,`0020 Forest (presnfcd is null),207,32888.7151533072,5.8080483532,1081667584.4353774
2173.3380222125,`3033 55041 WI Forest,`0022 Noncensus water (presnfcd is null),2,1606.1860134364,73.9041049768,2579833.5097586103
19788.644819284,`3033 55041 WI Forest,`0023 Census water (presnfcd is null),6,7917.7037607704,40.0113490998,62690032.84331746
392112.1951818469,`3034 55043 WI Grant,`0002 Cropland,143,32656.4536921,8.3283443089,1066443967.744269
72412.7520069063,`3034 55043 WI Grant,`0003  Pasture (improved through cultural practices),29,14231.168577006,19.6528486801,202526159.06716165
989.4595943341,`3034 55043 WI Grant,`0004 Idle farmland,2,856.99264127,86.6121917638,734436.3871909414
2835.272,`3034 55043 WI Grant,`0007 Maintained wildlife opening,1,2835.272,100.0,8038767.313984002
3003.1053468492,`3034 55043 WI Grant,`0010 Developed,1,3062.5861538292,101.9806433711,9379433.949626185
35102.6648551027,`3034 55043 WI Grant,"`0011 Cultural (business, residential, other intense human activity)",13,10294.4962515797,29.3268226047,105976653.0737892
11728.1743116499,`3034 55043 WI Grant,"`0012 Rights-of-way (improved road, railway, power line)",6,5628.6860188112,47.9928577905,31682106.2983611
3590.1086971969,`3034 55043 WI Grant,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,3107.2934513027,86.5515145469,9655272.592508381
8718.3228767838,`3034 55043 WI Grant,`0017 Wetland,3,4704.2965034869,53.9587323155,22130405.592718612
201750.3610414556,`3034 55043 WI Grant,`0020 Forest (presnfcd is null),84,22278.9863020233,11.0428482938,496353230.64574397
6546.0226902491,`3034 55043 WI Grant,`0022 Noncensus water (presnfcd is null),4,3494.2224617916,53.3793209577,12209590.612488858
20282.4873881741,`3034 55043 WI Grant,`0023 Census water (presnfcd is null),11,6929.6395281628,34.1656296663,48019903.99027699
277020.1614793381,`3035 55045 WI Green,`0002 Cropland,95,28012.5209293786,10.1120874307,784701328.8188723
11985.6321621349,`3035 55045 WI Green,`0003  Pasture (improved through cultural practices),4,6039.2987498371,50.3878199176,36473129.38978348
2406.0307803345,`3035 55045 WI Green,`0004 Idle farmland,2,1822.6582885579,75.7537394557,3322083.236848655
13797.0234683744,`3035 55045 WI Green,"`0011 Cultural (business, residential, other intense human activity)",6,6240.9868278072,45.234298848,38949916.58486281
12179.9919855861,`3035 55045 WI Green,"`0012 Rights-of-way (improved road, railway, power line)",5,6036.1832919352,49.5581877154,36435508.7338374
7201.4387865118,`3035 55045 WI Green,`0017 Wetland,3,4461.1628002132,61.9482152451,19901973.530006263
39456.646438124,`3035 55045 WI Green,`0020 Forest (presnfcd is null),20,9904.9136700814,25.1032831328,98107314.81176504
103055.110594119,`3036 55047 WI Green Lake,`0002 Cropland,37,17222.7704489601,16.7121944265,296623821.93757445
18303.3177496657,`3036 55047 WI Green Lake,`0003  Pasture (improved through cultural practices),7,7205.4871346365,39.3671094672,51919044.847412296
839.4094775944,`3036 55047 WI Green Lake,`0004 Idle farmland,1,803.6193914001,95.7362780443,645804.1262342462
6040.7842485624,`3036 55047 WI Green Lake,`0008 Windbreak\/Shelterbelt,2,4269.8666663097,70.6839789441,18231761.34806246
3020.3921242812,`3036 55047 WI Green Lake,`0010 Developed,1,3020.0431941656,99.9884475227,9120660.894625895
20736.8934188168,`3036 55047 WI Green Lake,"`0011 Cultural (business, residential, other intense human activity)",8,7695.1677332714,37.1085850607,59215606.443181515
3426.9515491456,`3036 55047 WI Green Lake,"`0012 Rights-of-way (improved road, railway, power line)",2,3048.7990990842,88.9653400511,9295175.94657675
